Country,City,Title,Price,Cleanliness,Accuracy,Check-in,Communication,Value,Bathroom,Bedroom and laundry,Entertainment,Heating and cooling,Privacy and safety,Internet and office,Kitchen and dining,Parking and facilities,Services
Germany,Berlin,Suite Home Two-Bedroom Apartment,1588,,,,,,"Bathtub, Hair dryer, Aromatherapy shampoo, Aromatherapy conditioner, Aromatherapy body soap, Hot water, Shower gel","Free washer – In building, Free dryer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Safe, Clothing storage: closet and wardrobe",43 inch HDTV,"Central air conditioning, Central heating",0,"Fast wifi – 260 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices.","Kitchen
Space where guests can cook their own meals, BOSCH refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, BOSCH electric stove, Oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Baking sheet, Dining table, Coffee","Shared indoor pool - available all year, open specific hours, heated
open from 7:00 AM to 11:00 PM, Shared sauna, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, EV charger
Guests can charge their electric vehicles on the property, Shared gym in building, Paid street parking off premises, Paid parking garage on premises – 35 spaces, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Building staff
Someone is available 24 hours a day to let guests in"
Germany,Berlin,Over the roofs of Berlin with Lift and Netflix,1008,,,,,,"Bathtub, Hair dryer, Hot water","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Iron","48 inch HDTV with Netflix, standard cable, Books and reading material",Central heating,0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, With freezer refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, AEG stainless steel electric stove, Oven, Coffee maker, Baking sheet, Dining table","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Paid parking off premises, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Germany,Berlin,nice room with private bathroom,,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Clothing storage: wardrobe",TV,Heating,"Smoke alarm, Carbon monoxide alarm",Wifi,"Refrigerator, Microwave, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Hot water kettle, Coffee maker","Free parking on premises, Free street parking, Single level home
No stairs in home",Host greets you
Germany,Berlin,Neues Design-Apartment in Friedrichshain,,,,,,,"Hair dryer, Cleaning products, Shampoo, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser",50 inch HDTV,"Portable fans, Central heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Bosch refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Bosch induction stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Dining table",Free street parking,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Germany,Munich,Munich - 75 sqm bright penthouse apartment,766,,,8/21/2025,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Drying rack for clothing, Clothing storage",Books and reading material,Heating,0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other induction stove, Oven, Hot water kettle, Wine glasses, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Self check-in, Lockbox"
Germany,Munich,Cozy Room with Queen-Size Bed (Room 3/7),289,,,8/27/2025,,,"Bathtub, Hair dryer, Body soap, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Clothing storage",TV,"Ceiling fan, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Coffee maker: Nespresso, Toaster, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Smart lock, Cleaning available during stay"
Germany,Munich,Freshly renovated apartment in a prime location!,1162,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Paid washer – In building, Paid dryer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: wardrobe","50 inch HDTV, Books and reading material","Portable fans, Central heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Amica refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Other stainless steel induction stove, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Dining table, Coffee","Free residential garage on premises – 1 space, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Paid street parking off premises, Single level home
No stairs in home","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more"
Germany,Munich,Exclusive apartment with kitchen on top floor,701,,,,,,"Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Drying rack for clothing, Safe, Clothing storage","Ethernet connection, TV",Heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Dining table, Coffee","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, EV charger
Guests can charge their electric vehicles on the property, Paid parking on premises, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Smart lock, Cleaning available during stay"
Germany,Munich,Bright 3-room attic apartment,618,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage","TV, Sound system, Books and reading material",Heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Dining table, Coffee",Free street parking,Host greets you
Germany,Munich,king bed Studio 0.5h to city centre free parking,,,,,,,"Hair dryer, Cleaning products, Hot water","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","32 inch TV with premium cable, standard cable, Books and reading material","Indoor fireplace: electric, Heating",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, AEG electric stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster","Free parking on premises, Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, EV charger
Guests can charge their electric vehicles on the property, Paid parking off premises, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Germany,Munich,Schönes Appartement,558,,,,,,"Hair dryer, Cleaning products, Hot water","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Bed linens, Room-darkening shades, Iron, Drying rack for clothing",TV,Central heating,0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Dining table, Coffee","Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Germany,Munich,Dream apartment in beautiful Fünfseenland,806,,,,,,"Hair dryer, Cleaning products, Shampoo, Hot water, Shower gel","Free washer – In building, Free dryer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage","TV, Books and reading material",Heating,0,"Fast wifi – 103 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Bosch electric stove, Oven, Hot water kettle, Coffee maker: espresso machine, Nespresso, pour-over coffee, Wine glasses, Toaster, Baking sheet, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table","Free parking on premises, Free street parking, EV charger
Guests can charge their electric vehicles on the property",Host greets you
Germany,Munich,Comfortable King-Size Room (Room 1/7),361,,,8/25/2025,,,"Bathtub, Hair dryer, Body soap, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Clothing storage: wardrobe","HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix","Ceiling fan, Central heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Single oven, Hot water kettle, Coffee maker: Nespresso, Toaster, Baking sheet, Dining table, Coffee","Free driveway parking on premises – 4 spaces, Free street parking","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Smart lock, Housekeeping available from 10:00 AM to 3:00 PM, every day - available at extra cost"
Germany,Munich,Stylish Penthouse in the Heart of Munich–Terrace,1632,,,8/24/2025,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Free dryer, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: wardrobe","Ethernet connection, TV, Sound system","Portable fans, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, Other stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Rice maker, Dining table","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Paid parking on premises, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Housekeeping - available at extra cost"
Germany,Munich,Bright gallery apartment with balcony close to the city center,511,,,8/26/2025,,,"Hair dryer, Cleaning products, Body soap, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Drying rack for clothing","Ethernet connection, Exercise equipment, Books and reading material","Portable fans, Heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stainless steel electric stove, Stainless steel single oven, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Toaster, Baking sheet, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table",Paid street parking off premises,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
